,Text,Translated
348,의외로 코로뭐시기로 격리중인 사람은 1만명 내외밖에 안되네..? https://t.co/nv8nX8fWoA,"Unexpectedly, a person who is isolated by the time is only 10,000 people. https://t.co/NV8NX8FWOA"
349,@patriamea 인간이길 포기한 악마🐦끼 영원히 사회와 격리시켜야할 짐승보다 못한 악마새끼,@Patriamea A devil that gives up a human beating a devil 🐦 영 forever
350,격리라니,I do not know
351,"질병청정은경청장? 무슨변명기자회견이라도 K방역에
몰입 득과실을구분 못하고 자가당착에심취? 국민의목숨을 이용하고 시험대상으로 무슨기자회견을 해야 변명이라도
미국입국자들에게만 격리면재서을
발행이잘못되었다라고? 본부장이었써도 특혜을주었쓸까?
하루빨리특혜을중지 목숨을 시험대상으로?","What is the cleanliness of disease? What an excuse reporter conference is in K
Can not I separate the conflict, I have to use the life of the people and test it for a press conference
Only for immigrants for immigrants
Is the issuance wrong? Was it the headquarters,
Will you stop the preference to stop your life?"
352,"@WG_Meat 중국은 시발 요즘 거의1달 격리라던데

우리는 짱깨라고 욕할처지도 못됨ㄹㅇ","@Wg_meat China is almost a month,

We can not even make it to be crushed."
353,"델타변이가? 이럴줄몰랐는가?전국적으로 퍼져나가는데 보도에는?내일은 천명대인데 해외입국자 미국의특해
격리면제서까지 번지면 미국에도?
델타변이감염자가많이늘고있고 백신효과도 떨어진다고 하루빨리 
격리면제서를 중지하라? 국민목숨
가지고 장난하지말라? 731부대처
럼 인간목숨시험대상으로?","Delta? Did you give it to this? What to spread throughout the country? Tomorrow is a thousand others,
Even if you go to the isolation area?
The delta variation is a lot,
Do you stop the isolation area? National life
Do not you have a joke? 731 Beverage
Rum as a human life test?"
354,국제학생은 백신 맞앗으면 면제니까.. 자가격리..,"If the international student is a vaccine, it is an exemption .."
355,"토론 좋아하시는 분이 자가격리로 토론 빠지면 섭섭하셔서 사이다 뿌리실지도 모르니, 격리 해제 될 때까지 토론 연기해드립시다. https://t.co/hkyaLhHp4i","If you are afraid to discuss the discussion, you can not even go to the cedar roots, and you will delay the discussion until you can not isolate it. https://t.co/HKYALHHP4I"
356,다들 화내시는 와중에 자가격리 사흘 남은 사람 https://t.co/ThukAmi4Ba,"Everybody's angry in the middle of the day,"
357,"이탈리아는 우리나라 K 방역을 불신하면 그린패스적용국에서 배제
정확한 정보로 적용 쓸데없이 보복여행 외화낭비와 델타변이로
목숨을담보할수있겠는가? 다른나라도 여행자유화 갹리면제는어느나라든 마지막보루
한번만 감염전파되면 무한정으로
퍼진다? 감염자입국및 격리면재서 변이의 마지막보루?","Italy is distrusted in Korea,
Application of accurate information Write a waste and delta variables
Can I get a lot of lives? If you do not want to travel to others,
Once infected with infections,
Are you spread? Last Borone of infection arguments and isolation areas?"
358,"@iamsunoo 4개 식탁이 맞을듯.. 4인 식탁이 아니라
그러니 코로나 확진자 2명이나 나왔죠
수원시에서온 역학조사관 내보내고 경기도 파견 역학조사관 검사..  그리고 셀프 자가격리...정부방역방침을 정면으로 어긴것임이 맞을듯","@iamsunoo 4 tablets are right.
So two corona confirmed two people.
I am exported to the epidemiological examiner in Suwon,"
359,"온방송사에서 격리면재서발급껀을
방송하던이 여론이 않좋와던지
오늘은 전혀입도 뻥긋 않할껄 누가 앞다투어방송  왜미국에만 그런특권을 혹여?
문대통령 방미때 백신과 맞교환
아닌가? 
델타변이가 전염력도높은데 미국도
전염자가 늘고있는데 누가보균자인지모르면서 마지막 보루을 넘겨버렸다?","On the hot-mouth service,
I did not see this public
Today is all the mouths at all. Who will not be able to do it,
Moon Presidential Bonds When Vaccine
is not it?
Delta variation is also infectious,
I have a traffic, but I do not know who is a burble, and I passed the last Borou?"
360,의전비서 코로확진결과를 모르게하라 그리고 셀프 자가격리 https://t.co/ucN154vadj,Do not know the consequences of the precision secretary of the Cost of the Cost of the Secretaries and the Self-Property Https://t.co/ucn154Vadj
361,@LOLOS8678 그리고 설프 자가격리.. 질병청 질병발생 신고도 안함 경기도지사가 그래도 되나 몰라,@ Lolos8678 And Safe Prince .. I do not know how to report a disease.
362,중대본.질병청은? 백신이 100%효과로 너무과대 포장하는 것? 여러가지효과에 보도 여기는65%저기는85%로보도하고 추가접종도... 두기관 방역 두번째고 돌파감염주의 경각심은다들버린것 백신만맞아라? 너무빠른왜! 미국 외국인 격리면재서  델타변이가 유행인데 관광갔다귀국자도 격리면제인가?,"What is the scenario? What is the vaccine so overwolded as a 100% effect? There are 65% of the report on various effects, reported to 85%, and additional inocules ... Distinguished, the second highest, Too fast! Delta, a foreigner isolation surface, a foreigner isolation surface, is a fashionable,"
363,"미국에서도 변이바이러스인 델타변이가? 영국에이어 미국.소련
도 많이발생했다는데 격리면제서.
특히 미국에서 발급을 중지해야
되는거 아닌가? 업무에 차질을줄수
있쓸정도로 많은인파가 몰렸다라고
그럴수록 발급을중지했써야? 돌파감염이 될수도 다수의사람들이 몰리면 그런데도 발급하는건무리가","Do you have a Delta variability in the US? United Kingdom Aia America. Soviet
It happened a lot.
Especially in the United States,
Is not it? Can be disrupted in business
Many crowds were nothing.
Did you stop the issuance? Even if a number of people are underdated,"
364,"이들에게 개인 정보는 요구되나, 어디로 어떤 방식으로 격리되어 이동하는지 정보를 알려주는 지자체의 매뉴얼은 없다는 것. 면봉을 목과 코에 넣는 간단한 코로나 검사 때도 아이와 외국인에게 설명 없이 한다는 것. 이 모든 게 개인의 센스와 경험에 달렸다는 것.","For these, personal information is required, but there is no manual of the geopolitan government that tells us how it is moving in some way. Simple corona inspection that puts a cotton swab on the neck and nose, do not explain the child and foreigners. All of this depends on the personal sense and experience."
365,"게다가 대상자에게 자동차가 당연히 있다고 생각하고, 입국 당일 귀가시 그리고 격리 종료 전날 검사시 자차로 이동해 줄 것을 말하는데도 지겨웠다. 이런 말의 구조. 자차가 없다고 하면 그제서야 대안을 제시하는 구조.","In addition, I thought that the car was natural to the subject, and it was ted to say that it was a car for the day of entry and the day of the entry on the day before the exit of isolation. The structure of this word. If you do not have a car, the structure that suggests the alternative."
366,"인천공항에 거쳐 광주역에 도착했을 때 작년, 올해 모두 광주시는 자가 격리 대상자에게 개인정보와 자가격리 규칙은 반복적으로 요구하면서, 자가 격리 대상자에게는 어떠한 정보도 안알려주었다. 내가 어디로 가는지도 모르고 봉고차를 타는데, 한국의 80년대의 터널로 들어가는 것 같더라.","Last year when I arrived at the Gwangju Station at Incheon Airport, all year, both of the year this year, Gwangju City, a self-isolation subject, and the rules of personal information and self-propirling rules were repeatedly demanded, and they notified any information for the self-isolation subject. I do not even know where I go and ride a beo, and I think I'm going into the tunnel of the 80s of Korea."
367,"바뀐 게 없다. 이번에도 광주역에서 봉고차를 타서야 기사님이 5.18 기념 공원에 간다고 하셔서 알았고(이번엔 격리 과정은 없었다), 새롭게 마주 대한 문화 충격은, 자가 격리 종료 하루 전 방문 코로나 검사시 아이 검사를 하는데 또 아무 설명 없이 면봉을 들고 넣으려고만 하는 태도.","There is no change. This time, I took a car in Gwangju Station. I knew that the article went to the 5.18 memorial park (this time there was no isolated process), and the newly encountered cultural shock, the newly encountered the end of the year, Attitudes to carry them."
368,"작년, 2020년 7월, 한국 입국해서 인천공항 거쳐 자가격리대상자로 광주역에 도착했을 때 어떠한 정보도 없이 봉고차 타고 모르는 데(숙소에 가서 벽 스티커 보고 알았다. 그곳은 소방학교) 가서 반나절 격리 되었다가 귀가했을 때 문화 충격이었는데(세세하게 모든 순간이),  2021년 6월, 이번에도","Last year, in July 20, 20, 2020, in Korea, I came to Korea, and when I arrived at Incheon Airport, I was not able to ride a sticker without any information when I arrived at the Gwangju Station. When I was a cultural shock (all the moment every moment), in June 2021,"
369,"해수항 이야기

외부 격리통 설치한 최근의 어항 https://t.co/LLRAr8EXgf","Talk of sea water

Recent fish tanks installed external figures https://t.co/LLRAR8EXGF"
370,"왜!격리면제을 즉각 철회하라?
왜격리면제서을 하는건가
똑같이 적용해야 미국에서만 입국하는 사람들만 예외을 두는권가? 전세계에서 입국
모든사람에게 격리면제서을 발급하라? 미국도 델타변이가 발견
많은 감염자가 나오는데 미국입국자만 특혜을주나? 무슨
뒷거래가 있는거 아닌가? 국회조사해라","Why! Immediately withdrawing the isolation surface?
Why do you do why
Do you have to apply the same exception to those who only enter the United States? Entry around the world
Do you issue an isolation book to everyone? Deletaria is also found in USA
Do you have a lot of infected people, but only US immersions do you speak? what
Is not there a backing? Research"
371,"급 ! 자녀들이 방학때 격리면재신청후 지금 줄줄이 들어오는데 또한젋은이들이 귀국해서  여기저기 돌아다니며 이사람저사람다많나고 다닐텐데 한명이라도 또보균자가 나온다면 그땐 심각성을인정 할것이가? 격리면재 자가격리도다취소하고 대사관신청도 취소할것
이러면서 정권이유지될까 되려나?의문 https://t.co/NIKVeMybIS","Class! If the children are in the vacation, they will be able to hear it after recalling, and now, they go back and go back to the rest of this. Isolation plane Price Lyoda Taiser and cancel the administration of ambassador
Do you want to be the reason for this regime?"
372,"의무가 아니어야 한다고 생각한다. 게다가 6세 미만 아동을 자가격리 할 때 보호자에게 2주 간의 육아에 대한 지원금이 별도로 없는 것에 한탄한다. 어려운 일 없어요? 라고 지자체 상담센터에서 허울뿐인 전화만 돌리지 말고, 식료품 상자 만큼 아이들 장난감 상자도 보내라고!!","I think that it should not be obliged. In addition, when the child is proud of the child under the age of 6, the guardian has a grant of two weeks of granting to the guardian. Is not it difficult? Do not turn only a call in the local counselor, but do not turn only the phone, and I'll send you a toy toy toy as a grocery box !!"
373,"그러다 새벽 2시에 깨서 아빠 보고 싶다고 한 시간을 엉엉 우는 아이를 달래고 자장가 불러서 재우는데 안에서 불이 확 올라오는 걸 참는데 겨우 성공, 아침에 일어나 나를 토닥토닥한다. 8시 반에 출근하는 엄마도 한 숨도 못잤다고. 인간적으로 만 6세 미만 아동의 자가격리는","Then it was at 2 o'clock in the morning, and I want to see my dad, and I will be able to see the child who has been shattered to see the child. I did not even breathe my mother to work on half of 8:30. Humanly, the price of children under the age of 6"
374,"56개월 아이와 자각격리 11일째 밤. 낮에 못 끝낸 일을 밤을 새서 하느라 전날에 아이한테 유튜브만 보여준 게 걸려서 어제는 너덜너덜한 몸으로 밤에 쏙쏙 키재기 벌레 게임(보드 게임)부터 시작해 그림자 놀이, 공룡책 읽어주기를 했는데 아이는 흥분해서 자정이 다 되서야 잠들었다.","56 months old and reign on the 11th day. I took a day to the child on the day before I was new to the day before the day, and I took a little bit of you Tube on the day before I was on the day. I was excited and fell asleep."
375,@a2like_u 방콕에 잠시다녀올래도 방콕은 지금 검붉은 완전 초위험지역이어서 갔다오면 14일 자가격리 해야해요 ㅠㅠ,"@ A2LIKE_U Bangkok will be in Bangkok, but Bangkok is now a perfect perfectly dangerous area,"
376,"우리나라! 질병관리청이나? 중대본
이나? 죽어나가는데 코로나19나 델타변이가? 무섭지않는가 시험용 쥐 취급 청장이란사람  델타변이 예방.위험취급에 정치적판단에 델타변이 감염세계 1~2국가등은 입국금지는못시킬망정 격리면제로 마지막보루도 망쳐버려 국내도감염
걱정마지막보루마져 포기말라?","our country! Is the Disease Administration? During the
or? Dying to die, Corona 19 and Delta? Is not scary, the test mouse handling of the test. Delta Delta is prevention. Delta in political judgment on the risk handling The Delta Infection Infected 1 ~ 2 countries, etc.,
Do not worry, do not you give up the last bournature?"
377,"못 오게 해야 하는 것 아니가?
2주 격리는 해야겠지,,,

中서 이달 말 13만명 온다… ‘우한 폐렴’에 항공사 방역 비상 https://t.co/QYkfdKTiLY","Do not you have to do it?
I need two weeks,

It comes 130,000 in the month ... 'Wuhan Pneumonia' Airline District Emergency Https://t.co/QYKFDKTILY"
378,@DecisionPark 오세요 😚 오늘부터 오는 사람들은 격리도 안해요!,"@DecisionPark Come on, you do not have to isolate people from today!"
379,@patriamea 폐가 망신 시켜서 사회와 격리  시켜라!!,@Patriamea Pumition is lost and isolate the society !!
380,@LORANA09700512 격리 얼마나남은거예요ㄷㄷ,@ Lorana09700512 How much is it?
381,"어제 갑자기 통보 받고 시작된 자가격리…..😭 하필.. 월말 ㅜ.ㅜ 
조성진 음반 전곡 감상중이며
읽을 책 주문했고, 놓쳤 던 영화 리스트 작성 &amp; 온라인 요가 준비 완료!! ㅋ 간간히  사이클 ㅋㅋ 
이참에 5kg 빼기!!! 💪💪💪 https://t.co/lGcm4rXw7q","Yesterday suddenly notify you, .. 😭 Ha ...
I am listening to the music
I ordered a book to read, missed a movie list and AMP; Online yoga ready !! ㅋ I am a significant cycle
5kg to take a 5kg !!! 💪💪💪 https://t.co/lgcm4rxw7q"
382,"中백신 접종자 격리 면제한 정부, 델타 변이 대책 마련해야

우리 정부의 中백신 입장 180도 선회
세계보건기구 긴급사용 승인이 근거
우리 국민은 中입국 시 격리되는 불평등

 https://t.co/oHMiFJIr9R","Middle vacancies should be prepared to measure the exempted government, Delta mutant measures

Our government's main vaccine is 180 degrees
World Health Organization Emergency Usage Approval Based
Our people are inverted in

 https://t.co/OHMIFJIR9R"
383,@RythmBear 플스 dlc랑 스팀 dlc 전부 산 사람들은 이곳에 격리될지도 모릅니다. https://t.co/ZlokkfY91c,@Rythmbear plus DLC and steam DLC All mountains may be isolated here. https://t.co/zlokkfy91c
384,"@DongNavi @yoongiakasuga93 @luvv_951230 아리아나랑 저스틴 만나고 있을듯~ 
들어와도 2주 격리해야쥬 ㅋㅋㅋ 
안하면 힛맨뱅부터 철컹철컹이야 ㅋㅋㅋㅋ","@Dongnavi @ yoongiakasuga93 @ luvv_951230 Asiaan and Justin Meet me ~
I have to come in two weeks.
If you do not do it,"
385,"6월 28일 0시 기준 신규 확진자는 11명이 확인되어 총 누적 확진자는 4,144명입니다. 현재까지 총 3,743명(완치율 90.32%)이 격리해제되어, 현재 격리중인 환자는 339명이며, 사망자는 62명(치명률 1.50%)입니다.

https://t.co/u13ic3AZov","As of June 28, the new confirmation is confirmed by 11, and the total accumulated confirmation is 4,144. The total of 3,743 (90.32% of the cure rate) (90.32% of the cycle rate) is not isolated, and 339 patients are currently isolated, and the deaths are 62 (1.50%).

https://t.co/U13IC3AZOV"
386,코시국에 우리나라는 자국민 귀국에 대해 국경을 막은 적은 없지만 델타변이때문에 인도네시아가 위험국으로 구분되면 2주 자가격리를 또 해야되겠지,"In the Koshi Province, Korea has never stopped the border about the national return on the country, but if Delta is separated by Indonesia as a dangerous country, it should be a two-week price."
387,"격리 중 밖에 보이는 풍경과 산들바람 좋다. 

가운데 작은 나무 그리면서 그리는 법을 설명해 줬더니 잘 생긴 소나무 두 그루 마르셀 그림. https://t.co/6XD9tEveJm","The scenery and the mountains are good to be seen in isolation.

The middle of a small tree and how to draw the law, and a handsome pine tree two grudilic pictures. https://t.co/6xd9tevejm"
388,한국 오니 아무것도 안 해도 좋다. 자가격리 동안 먹고 요가하고 한국 드라마 영화만 실컷 봐야지. https://t.co/pYaLj51xi9,"I do not have anything in Korea. I have to eat while I eat during the price of the price, https://t.co/pyalj51xi9"
389,"한국 도착해서 자가격리 6일째, 마감 몇 개 처리하고 마감 몇 개 남겨둔 토요일 저녁, 맥북이 마스터링 파일 열심히 출력중이라 다른 작업을 못해 침대에 누워 잔뜩 주문해 둔 책을 읽고 있는데... 갑자기 프랑스집 서랍장에 둔 단골집 커피 원두가 생각나네.","On the 6th day of the day, I am a few days of finishing and finishing several deadlines, and the MacBook is left on Saturday evening, the MacBook is a master of the mastering file, I can not do anything else, I am reading a bunch of places that I ordered in bed ... Suddenly French house I remember the coffee beans on the shrinker."
390,격리 Day 1,Isolation Day 1
391,@Triple_3T 헐 저도 저거 노트북 켜서 한번 읽어봤는데 저거 읽다가 생각나서 찾아봤는데 이게 입국시 자가격리는 그냥 아무것도 아니였어요..... 나중에 바뀔 수 있긴한데 해외에서 맞고 들어와도 접종완료자로 인정 안해준데요 ㅋㅋㅋㅋㅋㅋㅋ https://t.co/qa2b35o5fp,"@ Triple_3t Hull I've read the laptop and I've read it once, but I've been reading it, I've been looking for it, but I've been looking for this. : //t.co/QA2B35O5FP"
392,@Triple_3T 그러게요 ㅠㅠㅠ 외국에서 2차까지 맞고 2주 경과 후 부터 자가격리면제서가 발급되는거라 이거 못받으면 그냥 백신 맞고와도 그냥 2주 자가격리 해야하는게 너무 화납니다......,"@ Triple_3t I do not like it to the secondary in foreign countries,"
393,"@Triple_3T 일본도 해당인지는 모르겠는데 2차까지 맞고 2주경과후 영사관에서 서류 받아서 입국할때 보여주면 자가격리 면제라던데

아마 토시마구 접종계획 보니까 제일 빨리 맞아도 2차 맞고 2주 지나기 전 입국이라 안됩니다 ㅠㅠㅠㅠ","@ Triple_3t I do not know if it is, but it is right until the second,

I have to see the first time I have been in the first time I have to go to the first time."
394,@Triple_3T 아마 2차까지는 여기서 다 맞을 것 같긴한데 그래도 아마 입국 후 자가격리 해야하지 싶어요....,"@ Triple_3t Maybe it would be right here until the second, but I still want to pray after entering ...."
395,"‘델타 변이로 재탄력’ 코로나 진단키트, 변이 특화 제품으로 승부 (출처 : 이데일리 | 네이버 뉴스) https://t.co/9BCxc62DeD 델타 변이 바이러스 감염시간이 15초만 확진이 되는데 방역활동과 진단키트간 정확성이 절대적이여야될 시기인만큼 격리와 역학조사가 더 역량을 발휘할때라고 보임","'Delta varies with a Corona diagnostic kit, a variety of products (Source: Idaily | Naver News) Https://t.co/9BCXC62DED Delta Virus Infection Time is confirmed for 15 seconds, As long as the accuracy is to be absolute, it is time to show that isolation and dynamics survey"
396,@Ian_kims 웅 제주도에요 ㅋㅋ 이제 이주 격리 시작!,@Ian_kims is Jeju Island.
397,#마포 #도착 #격리 #day1 💚 #seoul #korea https://t.co/chJvWQDdIH,# Mapo # Arrive # Isolation # day1 💚 #seoul # Eneal # keoRea https://t.co/CHJVWQDDIH
398,"한국은 어떻게 변이 바이러스를 막고 있나  https://t.co/tPeFM6VhLd
35% 수준 유지... 델타 총 190건 확인, 지역사회 감염은 3건... 검역강화·엄격한 자가격리 효과","Korea is blocking the variability virus, but https://t.co/tpefm6vhld
35% Maintain ... Delta's total of 190 reviews, 3 community infections ..."
399,"중국산 백신의 배신? 
접종률 70%에도 확진자 급증 
몽골·칠레 등 중국산 백신 접종 국가서 확산세↑

그래도 우리나라는그거 맞은 사람들 자가격리 면제해 줘요.
우린 백신 맞고 중국가도 3주 격리 당하지만 괜찮아요

이게 다 이문덕이니까요ㅋ

 https://t.co/J8Yv2jNBgZ","Betraying Chinese Vaccines?
Intravenous rate 70%
Mongolia, Chile, etc. China Vaccine inoculation

Still, our country will exempt the right people.
We are a vaccine and China is also 3 weeks, but it's okay.

This is all of this.

 https://t.co/J8YV2JNBGZ"
400,@hanameS2 같이 식사했던 사람이 아파서 병원 갔는데 코로나 검사 받으라고 권유받아서 혹시나 하고 자가격리 29시간 했네 ㅋㅋㅋㅋ,"@ Hanames2 I was sick, I was sick, I went to the hospital, but I was invited to get a corona exam, and I was invited to get it 29 hours a day."
401,격리금 한달이나넘었는데도 아직안들어옴,I have over a month and I am still
402,@nenne_zZ 전 막내 자가격리중일때 같이회사못가고 집에서도 화장실 따로쓰고 밥상도 따로줬는데 기가차네요 정말 저인간,"@Nenne_zz ago When I was in the middle of the premiere, I can not go to the company, but I was able to do it in the bathroom,"
403,"자가격리 해제 후 첫 음식은 짜장면과 탕수육
하루도 힘든데 1주일 2주일을 어떻게 하노?
호치민은 당분간 포기다 https://t.co/aS1btyFHRm","The first food after lifting the price of the person,
How hard it is a day, 2 weeks for a week?
Ho Chi Minh gave up for a while https://t.co/as1btyfhrm"
404,혹시나 해서 시작한 자가격리 29시간 만에 해제,"If you start to start,"
405,와격리자 생필품이렇게주네 ㅋㅋㅋㅋ https://t.co/XqIEQytN20,It is like a daily necessity.
406,"@olivegreen87 어제 홈쇼핑에서 49만원 항공제외 이탈리아 패키지 떳거등요, 양국 자가격리 면제일로부터 1년간 유효상품요","@ olivegreen87 Yesterday's home shopping, excluding 490,000 Airlines, excluding the Italian Package."
407,"당국은 
이 선수들의 치료경과 잘 지켜봐야.

자국민은 양성이 나와도 제 때 치료 못하고,안하고 또한
가족이라도 접촉자 추적,격리 조치 없는 곳이 일본 아닌가?

https://t.co/kKF7G8bjNm","The authorities
You should watch the therapy of these players.

The people of the people are not treated when they are positive,
Is it a family to track contacts, not to isolation, is not Japan?

https://t.co/KF7G8BJNM"
408,엘지가 한국시리즈 가면 제가 대승적 차원에서 자가격리 감수하고 해외로(아님,"When LG is a Korean series,"
409,"中, 격리 교민 31명 여권 쓰레기로 착각해 소각,  서류 작성 이유로 수거, 관리 소홀로 모두 태워

한국은 다음달부터 중국산 백신 접종자 격리 면제
중국은 ‘3주 격리’ 유지

에휴
이런 중국에 왜 그리 목메다는지 알수가 없어ㅠㅠㅠㅠ

 https://t.co/pKo71aLRLg","In the middle, 31 people, I am mistaken for a passport garbage,

Since then, from next month,
China maintains '3 week isolation'

Holiday
Why do not you know why this is why I do not know why?

 https://t.co/PKO71Alrlg"
410,"해수항 이야기

엄마랑 수족관 갔다가 하나 사준다길래 말미잘을 하나 사기로 했다
같이 상의해서 크기도 적당하고 이쁜 녀석으로 데려왔다고 생각했는데...

수조에 넣자마자 엄청난 기세로 부풀어서 곤란...

게다가 자리도 마음에 안드는지 계속 꾸물거리면서 돌아다녀서 일단 격리중 https://t.co/V7cJC0tkcE","Talk of sea water

I went to the aquarium with my mom and gave it to the ceremony.
I thought that the size was also suitable for the size, and I brought it to a pretty guy ...

As soon as I put it in a water tank, it is trembling ...

Besides, I do not even want to go to the place and go back and go back."
411,[실시간] 자가격리 9일 …..🦠🌡🦠🌡🦠 https://t.co/2Fs2efid8S - @YouTube,[Real time] ..🦠🌡🦠🌡🦠🦠🌡🦠🌡🦠 https://t.co/2fs2efid8s - @youtube
412,[실시간] 자가격리 8일 …..🦠🌡🦠🌡🦠 https://t.co/B1nN6viMjV - @YouTube,[Real time] ..🦠🌡🦠🌡🦠🦠🌡🦠🌡🦠 https://t.co/b1nn6vimjv - @youtube
413,"@100skadh @JESUSis90751115 @ArthurPark60 누가 지옥에 갈까요?
고난의 연기가 세세토록 올라가는 지옥!
깊은 지하에 있으며, 
개인은 모두 격리 되어 
혼자 고통을 받을 것입니다 

#EternityIsYonder
https://t.co/UZt7qyuxzB","@ 100skadh @ jesusis90751115 @ Arthurpark60 Who will go to hell?
The acting of the suffering is a hell in the taxation!
In the deep underground,
Individuals are all quarantined
You will be suffering alone

#Ernityisyonder
https://t.co/UZT7QYUXZB"
414,"@JESUSis90751115 @wsKIM5907 @BeholdIs 영원히 타오르는 불, 
주님으로 부터 완전히 격리되는 지옥이 있습니다.
#EternityIsYonder
https://t.co/UZt7qyuxzB","@ Jesusis90751115 @ wskim5907 @beholdis Forever burning fire,
There is a hell that is fully isolated from the Lord.
#Ernityisyonder
https://t.co/UZT7QYUXZB"
415,[실시간] 자가격리 7일 …..🎀🎀🎀 https://t.co/1IteuV4s8l - @YouTube,[Real Time] 7 days of price 7 days ... ..🎀🎀🎀 https://t.co/1iteuv4s8l - @youtube
416,[실시간] 자가격리 6일 …..???? https://t.co/CoZIGSZ5Yn - @YouTube,[Real Time] Square 6 days ... .. ???? https://t.co/cozigsz5yn - @youtube
417,@hanayorimomo @i_nsanity111 격리즁..,@hanayorimomo @ i_nsanity111 Isolation 즁즁 ..
418,"“다음 달부터는 해외에서 접종을 완료하면, 국내의 직계가족 방문이나 중요한 사업, 학술‧공익 목적으로 입국할 경우 심사를 거쳐 격리를 면제할 예정”
https://t.co/vtUfvTH6sR","""After completing the inoculation from overseas in the next month, it will be exempted from the examination of domestic direct access to domestic directing or important business,
https://t.co/VTUFVTH6SR"
419,[실시간] 자가격리 3일……..🥲🥲🥲🥲🥲🥲🥲 https://t.co/J5jO5ZAsNP - @YouTube,[Real time] A ..🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲 https://t.co/J5JO5ZASNP - @youtube
420,@dear_army_7 공구간절합니당 ㅜㅜㅜㅠ 소장하고싶어요 ㅠㅠㅠ 저희딸이 자가격리중이라...못가네용 ㅠㅠㅠㅠ,@ Dear_army_7 Tools ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
421,[실시간] 자가격리 2일!!!!!!!!!!!앞으로 2주간 방구석 이나보살🥲🥲 https://t.co/TPQxwp8ba1 - @YouTube,"[Real-time] 2 days !!!!!!!!!!! For two weeks in the future,"
422,@pickaxe_R @poongwoon_seo 송영길이 자가격리가 고소하다는거죠 격리동안은 입닥치고 있을것아닙니까,@pickaxe_r @poongwoon_seo Song Young-gil This price is sued. I do not think I'm standing in the rain.
423,@kcanari 공항에서만 격리가 가능한...,@Kcanari Airport only can be isolated ...
424,@Lia_cecilia_ @c8c9c0 해외 2차 접종 맞아도 귀국후 격리 2주 필수입니다. 아울러 pcr 검사 탑승전 확인받아야만 입국 가능하고요. 격리 면제는 국내에서 2차 접종 완료한 사람들에게만 적용됩니다.,"@Lia_cecilia_ @ c8c9c0 It is 2 weeks essential to be isolated after returning to the second inoculation of overseas secondary inoculation. In addition, it is possible to enter the PCR test. Isolation exemptions apply only to those who have completed the second infringement in Korea."
425,"재택근무 집중안된다...팀 전체가 밀접접촉자로 분류되면 음성 떠도 2주간 자가격리 해야한다는데,,,,","It is not intended to focus on home ... If the entire team is classified as a close-up contact, it should be dedicated to two weeks."
426,어? 나 백신 맞은거지 자가격리 하는 건 아니잖아?,uh? I do not think it's a vaccine.
427,@niania_961027 중국분이 격리중이시래욬ㅋㅋ,@ Niania_961027 Chinese in China 욬 욬 욬 욬
428,우리 엄빠 백신 다 맞고 나면 인도네시아 사는 아들 보러간다고 꿈에 부풀어 있는….. 엄마 인도네샤 도착해서 자가격리 해야하잖아 ㅋ 어차피 자가격리는 해야해 ㅠㅠ,"If we are all right, the vaccine is right, Indonesia is swollen in a dream that you are going to see your son ... .. Mom, I have to get a little price."
429,@sshchj 자가격리 하셨을지도 모르죠 ㅋㅋㅋ,@sshchj I may have done it.
430,"서울 투어 왔다가 가면서
다음에 또 온다는 밍잭 꿈꾸면서 자야지
서울 사시는 분이나 공연 좀 해주세요

밍잭은 자가격리했을까? ㅋㅋㅋ","I came to Seoul
The next time I dream of dreaming jacks,
Please be a member of Seoul

Did the ming jacks get rid of? Ha ha ha"
431,나 격리지원금 언제들어와..?,When did I isolate the grant?
432,"자가격리중에 백신맞고,
타지역 출타까지? https://t.co/Bvqz5P7PY6","Primaryly,
From Tara Station to Targets? https://t.co/BVQZ5P7PY6"
433,"@lanotte702 갸,
격리기간은 지났나요?
부선궁께서 기일이 7월7일로 미뤄졌다더니 격리가 앞당겨서 끝났다고요?","@ lanotte702 Gya,
Did you get an isolated period?
The palace was posted on July 7th, and the isolation was overheaded?"
434,자가격리 중 만나는 해남의 노을. 노을빛이 논에 비치니 하늘이 더더 커져간다. https://t.co/GK0W8ian5s,"The glow of Haenam, who is in the price of a person. The glow light is bigger in the rice fields and the sky is bigger. https://t.co/GK0W8IAN5S"
435,@patriamea 이런 쓰레기 기레기들은 고발 해서 반드시 사회에서 격리조치가 답 이네요!!,"@Patriamea This garbage giregian is accused of accusations, and the measures are answers in society !!"
436,"셀프자기(?)격리는 우주 최고급.단 코로나가 아닌 친구비남용 국정감사,무상불륜재판 회피목적으로 https://t.co/VNqhqz33zI","Self-apparatus (?) Claws are the finest of the universe. However, Friends of Non-Non-nymph, Nonora,"
